@relation spanish

@attribute one {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute two {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute thr {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute fou {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute fiv {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute six {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute sev {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute eig {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute nin {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute ten {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute ele {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute twe {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}

@attribute class {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}


@data
a,d,v,i,s,e,_,_,_,_,_,_,a
a,e,r,i,a,l,_,_,_,_,_,_,a
a,f,f,e,c,t,_,_,_,_,_,_,a
a,f,f,e,c,t,i,o,n,_,_,_,c
a,f,f,o,r,d,_,_,_,_,_,_,p
a,f,r,a,i,d,_,_,_,_,_,_,a
a,f,r,a,i,d,_,_,_,_,_,_,t
a,f,t,e,r,_,_,_,_,_,_,_,d
a,f,t,e,r,_,_,_,_,_,_,_,d
a,f,t,e,r,n,o,o,n,_,_,_,t
a,f,t,e,r,w,a,r,d,s,_,_,d
a,g,a,i,n,_,_,_,_,_,_,_,o
a,g,a,i,n,s,t,_,_,_,_,_,c
a,g,e,_,_,_,_,_,_,_,_,_,e
a,g,e,n,c,y,_,_,_,_,_,_,a
a,g,e,n,t,_,_,_,_,_,_,_,a
a,g,g,r,e,s,s,i,v,e,_,_,a
a,g,o,_,_,_,_,_,_,_,_,_,h
a,g,r,e,e,_,_,_,_,_,_,_,e
a,i,m,_,_,_,_,_,_,_,_,_,o
a,i,r,_,_,_,_,_,_,_,_,_,a
a,i,r,_,b,a,s,e,_,_,_,_,b
a,i,r,_,f,i,l,t,e,r,_,_,f
a,i,r,_,f,o,r,c,e,_,_,_,f
a,i,r,_,m,a,i,l,_,_,_,_,c
a,i,r,l,i,n,e,_,_,_,_,_,l
a,i,r,p,l,a,n,e,_,_,_,_,a
a,i,r,p,o,r,t,_,_,_,_,_,a
a,i,s,l,e,_,_,_,_,_,_,_,p
a,l,a,r,m,_,_,_,_,_,_,_,a
a,l,a,r,m,_,c,l,o,c,k,_,d
a,l,b,u,m,_,_,_,_,_,_,_,0
a,l,c,o,h,o,l,_,_,_,_,_,a
a,l,c,o,h,o,l,i,c,_,_,_,a
a,l,g,e,b,r,a,_,_,_,_,_,0
a,l,i,b,i,_,_,_,_,_,_,_,c
a,l,i,e,n,_,_,_,_,_,_,_,e
a,l,i,v,e,_,_,_,_,_,_,_,v
a,l,l,_,_,_,_,_,_,_,_,_,t
a,l,l,_,r,i,g,h,t,_,_,_,1
a,l,l,e,r,g,i,c,_,t,o,_,a
a,l,l,e,r,g,y,_,_,_,_,_,a
a,l,l,i,g,a,t,o,r,_,_,_,c
a,l,l,o,w,_,_,_,_,_,_,_,p
a,l,m,o,n,d,s,_,_,_,_,_,a
a,l,m,o,s,t,_,_,_,_,_,_,c
a,l,o,n,e,_,_,_,_,_,_,_,s
a,l,o,u,d,_,_,_,_,_,_,_,e
a,l,p,h,a,b,e,t,_,_,_,_,a
a,l,r,e,a,d,y,_,_,_,_,_,y
a,l,r,i,g,h,t,_,_,_,_,_,b
a,l,s,o,_,_,_,_,_,_,_,_,t
a,l,t,h,o,u,g,h,_,_,_,_,a
a,l,w,a,y,s,_,_,_,_,_,_,s
a,m,b,a,s,s,a,d,o,r,_,_,e
a,m,b,i,t,i,o,n,_,_,_,_,a
a,m,b,i,t,i,o,u,s,_,_,_,a
a,m,b,u,l,a,n,c,e,_,_,_,a
a,m,e,r,i,c,a,n,_,_,_,_,a
a,m,o,u,n,t,_,_,_,_,_,_,c
a,m,u,s,i,n,g,_,_,_,_,_,d
a,n,a,l,y,z,e,_,_,_,_,_,a
a,n,c,e,s,t,o,r,s,_,_,_,a
a,n,c,h,o,r,_,_,_,_,_,_,a
a,n,d,_,_,_,_,_,_,_,_,_,y
a,n,g,e,l,_,_,_,_,_,_,_,0
a,n,g,l,e,_,_,_,_,_,_,_,0
a,n,g,r,y,_,_,_,_,_,_,_,c
a,n,i,m,a,l,_,_,_,_,_,_,a
a,n,k,l,e,_,_,_,_,_,_,_,t
a,n,n,o,u,n,c,e,_,_,_,_,a
a,n,n,o,y,_,_,_,_,_,_,_,m
a,n,n,o,y,i,n,g,_,_,_,_,p
a,n,s,w,e,r,_,_,_,_,_,_,r
a,n,s,w,e,r,_,_,_,_,_,_,r
a,n,s,w,e,r,i,n,g,_,m,a,c
a,n,t,_,_,_,_,_,_,_,_,_,h
a,n,t,e,n,n,a,_,_,_,_,_,a
a,n,t,l,e,r,_,_,_,_,_,_,c
a,n,y,_,_,_,_,_,_,_,_,_,c
a,n,y,b,o,d,y,_,_,_,_,_,c
a,n,y,t,h,i,n,g,_,_,_,_,c
a,n,y,w,a,y,_,_,_,_,_,_,d
a,n,y,w,h,e,r,e,_,_,_,_,d
a,p,a,r,t,m,e,n,t,_,_,_,a
a,p,a,r,t,m,e,n,t,_,b,u,a
a,p,p,e,a,r,_,_,_,_,_,_,a
a,p,p,e,a,r,a,n,c,e,_,_,a
a,p,p,e,t,i,t,e,_,_,_,_,a
a,p,p,e,t,i,z,e,r,_,_,_,a
a,p,p,l,a,u,d,_,_,_,_,_,a
a,p,p,l,e,_,_,_,_,_,_,_,m
a,p,p,l,i,c,a,t,i,o,n,_,a
a,p,p,l,y,_,_,_,_,_,_,_,a
a,p,p,o,i,n,t,m,e,n,t,_,c
a,p,p,r,e,n,t,i,c,e,_,_,a
a,p,r,i,c,o,t,_,_,_,_,_,a
a,p,r,i,l,_,_,_,_,_,_,_,a
a,r,a,b,_,_,_,_,_,_,_,_,0
a,r,a,b,i,c,_,_,_,_,_,_,0
a,r,c,h,i,t,e,c,t,_,_,_,a
a,r,g,e,n,t,i,n,a,_,_,_,a
a,r,m,_,_,_,_,_,_,_,_,_,b
a,r,m,c,h,a,i,r,_,_,_,_,b
a,r,m,r,e,s,t,_,_,_,_,_,d
a,r,m,s,_,_,_,_,_,_,_,_,a
a,r,m,y,_,_,_,_,_,_,_,_,e
a,r,o,u,n,d,_,_,_,_,_,_,a
a,r,r,a,n,g,e,_,_,_,_,_,o
a,r,r,e,s,t,_,_,_,_,_,_,d
a,r,r,i,v,a,l,_,_,_,_,_,l
a,r,r,i,v,e,_,_,_,_,_,_,l
a,r,r,o,g,a,n,t,_,_,_,_,a
a,r,t,_,_,_,_,_,_,_,_,_,a
a,r,t,_,g,a,l,l,e,r,y,_,g
a,r,t,i,c,h,o,k,e,_,_,_,a
a,s,_,_,_,_,_,_,_,_,_,_,c
a,s,_,_,_,_,_,_,_,_,_,_,c
a,s,_,_,_,_,_,_,_,_,_,_,t
a,s,_,m,u,c,h,_,_,_,_,_,t
a,s,h,a,m,e,d,_,_,_,_,_,a
a,s,h,t,r,a,y,_,_,_,_,_,c
a,s,k,_,_,_,_,_,_,_,_,_,p
a,s,p,a,r,a,g,u,s,_,_,_,e
a,s,s,_,_,_,_,_,_,_,_,_,a
a,s,s,e,t,_,_,_,_,_,_,_,v
a,s,s,h,o,l,e,_,_,_,_,_,i
a,s,t,e,r,i,s,k,_,_,_,_,a
a,s,t,e,r,o,i,d,_,_,_,_,a
a,s,t,h,m,a,_,_,_,_,_,_,a
a,s,t,r,o,n,a,u,t,_,_,_,a
a,s,t,r,o,n,a,u,t,_,_,_,a
a,t,_,_,_,_,_,_,_,_,_,_,e
a,t,h,l,e,t,e,_,_,_,_,_,d
a,t,h,l,e,t,e,_,_,_,_,_,d
a,t,h,l,e,t,i,c,_,s,u,p,s
a,t,m,_,_,_,_,_,_,_,_,_,c
a,t,t,a,c,h,_,_,_,_,_,_,a
a,t,t,e,n,t,i,o,n,_,_,_,a
a,t,t,i,t,u,d,e,_,_,_,_,a
a,t,t,o,r,n,e,y,_,_,_,_,a
a,t,t,r,a,c,t,i,v,e,_,_,g
a,u,g,u,s,t,_,_,_,_,_,_,a
a,u,n,t,_,_,_,_,_,_,_,_,t
a,u,s,t,r,a,l,i,a,_,_,_,a
a,u,t,h,o,r,_,_,_,_,_,_,a
a,u,t,h,o,r,i,z,a,t,i,o,a
a,u,t,u,m,n,_,_,_,_,_,_,o
a,v,a,i,l,a,b,l,e,_,_,_,d
a,v,e,n,u,e,_,_,_,_,_,_,a
a,v,o,c,a,d,o,_,_,_,_,_,a
a,v,o,i,d,_,_,_,_,_,_,_,e
a,w,e,s,o,m,e,_,_,_,_,_,i
a,w,f,u,l,_,_,_,_,_,_,_,e
a,x,_,_,_,_,_,_,_,_,_,_,h
b,a,b,y,_,_,_,_,_,_,_,_,b
b,a,b,y,s,i,t,t,e,r,_,_,c
b,a,c,k,_,_,_,_,_,_,_,_,a
b,a,c,k,_,_,_,_,_,_,_,_,e
b,a,c,k,p,a,c,k,_,_,_,_,m
b,a,c,k,y,a,r,d,_,_,_,_,j
b,a,c,o,n,_,_,_,_,_,_,_,t
b,a,d,_,_,_,_,_,_,_,_,_,m
b,a,d,_,w,e,a,t,h,e,r,_,m
b,a,d,g,e,_,_,_,_,_,_,_,i
b,a,d,l,y,_,_,_,_,_,_,_,m
b,a,g,_,_,_,_,_,_,_,_,_,b
b,a,g,g,a,g,e,_,_,_,_,_,e
b,a,k,e,_,_,_,_,_,_,_,_,c
b,a,k,e,r,s,_,_,_,_,_,_,p
b,a,k,e,r,y,_,_,_,_,_,_,p
b,a,l,c,o,n,y,_,_,_,_,_,b
b,a,l,d,_,_,_,_,_,_,_,_,c
b,a,l,l,_,_,_,_,_,_,_,_,b
b,a,l,l,o,o,n,_,_,_,_,_,g
b,a,n,a,n,a,_,_,_,_,_,_,p
b,a,n,d,_,_,_,_,_,_,_,_,g
b,a,n,d,_,a,i,d,_,_,_,_,c
b,a,n,d,a,g,e,_,_,_,_,_,v
b,a,n,k,_,_,_,_,_,_,_,_,b
b,a,n,k,_,s,t,a,t,e,m,e,e
b,a,n,k,e,r,_,_,_,_,_,_,b
b,a,r,_,_,_,_,_,_,_,_,_,b
b,a,r,_,_,_,_,_,_,_,_,_,b
b,a,r,b,e,r,_,_,_,_,_,_,b
b,a,r,e,f,o,o,t,_,_,_,_,d
b,a,r,e,l,y,_,_,_,_,_,_,a
b,a,r,g,a,i,n,_,_,_,_,_,g
b,a,r,g,a,i,n,_,_,_,_,_,n
b,a,r,k,_,_,_,_,_,_,_,_,l
b,a,r,r,e,l,_,_,_,_,_,_,t
b,a,r,r,e,n,_,_,_,_,_,_,y
b,a,s,e,b,a,l,l,_,_,_,_,b
b,a,s,i,c,_,_,_,_,_,_,_,b
b,a,s,i,c,a,l,l,y,_,_,_,e
b,a,s,k,e,t,_,_,_,_,_,_,c
b,a,s,k,e,t,b,a,l,l,_,_,b
b,a,s,k,e,t,b,a,l,l,_,h,u
b,a,t,_,_,_,_,_,_,_,_,_,m
b,a,t,_,_,_,_,_,_,_,_,_,u
b,a,t,h,_,_,_,_,_,_,_,_,b
b,a,t,h,i,n,g,_,s,u,i,t,u
b,a,t,h,r,o,o,m,_,_,_,_,c
b,a,t,h,t,u,b,_,_,_,_,_,b
b,a,t,t,e,r,y,_,_,_,_,_,p
b,a,y,_,_,_,_,_,_,_,_,_,b
b,e,_,_,_,_,_,_,_,_,_,_,s
b,e,a,c,h,_,_,_,_,_,_,_,p
b,e,a,k,_,_,_,_,_,_,_,_,p
b,e,a,n,s,_,_,_,_,_,_,_,h
b,e,a,n,s,_,_,_,_,_,_,_,f
b,e,a,n,s,_,_,_,_,_,_,_,f
b,e,a,r,_,_,_,_,_,_,_,_,o
b,e,a,r,_,_,_,_,_,_,_,_,s
b,e,a,r,d,_,_,_,_,_,_,_,b
b,e,a,t,_,_,_,_,_,_,_,_,g
b,e,a,u,t,i,f,u,l,_,_,_,b
b,e,a,u,t,y,_,_,_,_,_,_,b
b,e,a,v,e,r,_,_,_,_,_,_,c
b,e,c,a,u,s,e,_,_,_,_,_,p
b,e,c,o,m,e,_,_,_,_,_,_,h
b,e,d,_,_,_,_,_,_,_,_,_,c
b,e,d,r,o,o,m,_,_,_,_,_,d
b,e,d,t,i,m,e,_,_,_,_,_,h
b,e,e,_,_,_,_,_,_,_,_,_,a
b,e,e,f,_,_,_,_,_,_,_,_,c
b,e,e,r,_,_,_,_,_,_,_,_,c
b,e,e,t,_,_,_,_,_,_,_,_,r
b,e,e,t,l,e,_,_,_,_,_,_,e
b,e,f,o,r,e,_,_,_,_,_,_,a
b,e,g,_,_,_,_,_,_,_,_,_,m
b,e,g,g,a,r,_,_,_,_,_,_,m
b,e,g,i,n,_,_,_,_,_,_,_,e
b,e,g,i,n,n,e,r,_,_,_,_,p
b,e,g,i,n,n,i,n,g,_,_,_,c
b,e,h,a,v,e,_,_,_,_,_,_,c
b,e,h,a,v,i,o,r,_,_,_,_,c
b,e,h,i,n,d,_,_,_,_,_,_,d
b,e,l,i,e,f,_,_,_,_,_,_,c
b,e,l,i,e,v,e,_,_,_,_,_,c
b,e,l,i,e,v,e,r,_,_,_,_,c
b,e,l,l,_,_,_,_,_,_,_,_,c
b,e,l,o,n,g,_,t,o,_,_,_,p
b,e,l,o,w,_,_,_,_,_,_,_,d
b,e,l,t,_,_,_,_,_,_,_,_,c
b,e,n,c,h,_,_,_,_,_,_,_,b
b,e,n,d,_,_,_,_,_,_,_,_,d
b,e,r,e,t,_,_,_,_,_,_,_,b
b,e,s,i,d,e,_,_,_,_,_,_,a
b,e,s,i,d,e,s,_,_,_,_,_,a
b,e,s,t,_,_,_,_,_,_,_,_,m
b,e,t,_,_,_,_,_,_,_,_,_,a
b,e,t,r,a,y,_,_,_,_,_,_,t
b,e,t,t,e,r,_,_,_,_,_,_,m
b,e,t,w,e,e,n,_,_,_,_,_,e
b,e,v,e,r,a,g,e,s,_,_,_,b
b,i,b,_,_,_,_,_,_,_,_,_,b
b,i,b,l,e,_,_,_,_,_,_,_,b
b,i,c,y,c,l,e,_,_,_,_,_,b
b,i,g,_,_,_,_,_,_,_,_,_,g
b,i,l,l,_,_,_,_,_,_,_,_,c
b,i,n,_,_,_,_,_,_,_,_,_,c
b,i,n,o,c,u,l,a,r,s,_,_,p
b,i,r,d,_,_,_,_,_,_,_,_,p
b,i,r,t,h,_,_,_,_,_,_,_,n
b,i,r,t,h,d,a,y,_,_,_,_,c
b,i,r,t,h,d,a,y,_,c,a,r,t
b,i,s,c,u,i,t,_,_,_,_,_,g
b,i,s,o,n,_,_,_,_,_,_,_,b
b,i,t,_,_,_,_,_,_,_,_,_,u
b,i,t,c,h,_,_,_,_,_,_,_,z
b,i,t,e,_,_,_,_,_,_,_,_,m
b,i,t,e,_,_,_,_,_,_,_,_,m
b,i,t,t,e,r,_,_,_,_,_,_,a
b,l,a,c,k,_,_,_,_,_,_,_,n
b,l,a,c,k,_,e,y,e,_,_,_,o
b,l,a,c,k,_,h,o,l,e,_,_,a
b,l,a,c,k,b,e,r,r,y,_,_,z
b,l,a,c,k,m,a,i,l,_,_,_,c
b,l,a,d,e,_,_,_,_,_,_,_,c
b,l,a,m,e,_,_,_,_,_,_,_,c
b,l,a,n,k,e,t,_,_,_,_,_,m
b,l,e,a,c,h,_,_,_,_,_,_,l
b,l,e,e,d,_,_,_,_,_,_,_,s
b,l,e,n,d,e,r,_,_,_,_,_,l
b,l,i,n,d,_,_,_,_,_,_,_,c
b,l,o,c,k,e,d,_,_,_,_,_,c
b,l,o,c,k,s,_,_,_,_,_,_,b
b,l,o,o,d,_,_,_,_,_,_,_,s
b,l,o,o,d,_,g,r,o,u,p,_,g
b,l,o,u,s,e,_,_,_,_,_,_,b
b,l,u,e,_,_,_,_,_,_,_,_,a
b,o,a,s,t,_,_,_,_,_,_,_,j
b,o,a,t,_,_,_,_,_,_,_,_,b
b,o,d,y,_,_,_,_,_,_,_,_,c
b,o,d,y,g,u,a,r,d,_,_,_,g
b,o,i,l,_,_,_,_,_,_,_,_,h
b,o,i,l,e,d,_,e,g,g,s,_,h
b,o,l,i,v,i,a,_,_,_,_,_,b
b,o,m,b,_,_,_,_,_,_,_,_,b
b,o,m,b,_,_,_,_,_,_,_,_,b
b,o,n,e,_,_,_,_,_,_,_,_,h
b,o,o,k,_,_,_,_,_,_,_,_,l
b,o,o,k,_,_,_,_,_,_,_,_,r
b,o,o,k,c,a,s,e,_,_,_,_,e
b,o,o,k,s,t,o,r,e,_,_,_,l
b,o,o,t,s,_,_,_,_,_,_,_,b
b,o,r,d,e,r,_,_,_,_,_,_,b
b,o,r,e,d,_,_,_,_,_,_,_,a
b,o,r,i,n,g,_,_,_,_,_,_,a
b,o,r,r,o,w,_,_,_,_,_,_,p
b,o,s,s,_,_,_,_,_,_,_,_,j
b,o,t,a,n,y,_,_,_,_,_,_,b
b,o,t,h,_,_,_,_,_,_,_,_,a
b,o,t,h,e,r,_,_,_,_,_,_,m
b,o,t,t,l,e,_,_,_,_,_,_,b
b,o,w,l,_,_,_,_,_,_,_,_,e
b,o,x,_,_,_,_,_,_,_,_,_,c
b,o,x,i,n,g,_,_,_,_,_,_,b
b,o,y,_,_,_,_,_,_,_,_,_,c
b,o,y,f,r,i,e,n,d,_,_,_,n
b,r,a,_,_,_,_,_,_,_,_,_,s
b,r,a,c,e,l,e,t,_,_,_,_,p
b,r,a,c,k,e,t,s,_,_,_,_,c
b,r,a,i,n,_,_,_,_,_,_,_,c
b,r,a,k,e,_,_,_,_,_,_,_,f
b,r,a,n,d,_,_,_,_,_,_,_,m
b,r,a,v,e,_,_,_,_,_,_,_,v
b,r,e,a,d,_,_,_,_,_,_,_,p
b,r,e,a,d,_,s,h,o,p,_,_,p
b,r,e,a,k,_,_,_,_,_,_,_,r
b,r,e,a,k,a,b,l,e,_,_,_,f
b,r,e,a,k,d,o,w,n,_,_,_,a
b,r,e,a,k,f,a,s,t,_,_,_,d
b,r,e,a,s,t,_,_,_,_,_,_,s
b,r,e,a,t,h,_,_,_,_,_,_,r
b,r,e,a,t,h,e,_,_,_,_,_,r
b,r,e,e,z,e,_,_,_,_,_,_,u
b,r,i,c,k,s,_,_,_,_,_,_,l
b,r,i,d,e,_,_,_,_,_,_,_,n
b,r,i,d,e,g,r,o,o,m,_,_,n
b,r,i,d,g,e,_,_,_,_,_,_,p
b,r,i,e,f,c,a,s,e,_,_,_,c
b,r,i,n,g,_,_,_,_,_,_,_,t
b,r,i,t,a,i,n,_,_,_,_,_,g
b,r,i,t,i,s,h,_,_,_,_,_,b
b,r,o,a,d,_,_,_,_,_,_,_,a
b,r,o,c,c,o,l,i,_,_,_,_,b
b,r,o,c,h,u,r,e,_,_,_,_,f
b,r,o,k,e,_,_,_,_,_,_,_,a
b,r,o,k,e,n,_,_,_,_,_,_,r
b,r,o,o,m,_,_,_,_,_,_,_,e
b,r,o,t,h,e,r,_,_,_,_,_,h
b,r,o,w,n,_,_,_,_,_,_,_,m
b,r,u,i,s,e,s,_,_,_,_,_,g
b,r,u,s,h,_,_,_,_,_,_,_,c
b,u,c,k,e,t,_,_,_,_,_,_,c
b,u,d,_,_,_,_,_,_,_,_,_,b
b,u,d,d,y,_,_,_,_,_,_,_,a
b,u,d,g,e,t,_,_,_,_,_,_,p
b,u,f,f,e,t,_,_,_,_,_,_,c
b,u,g,_,_,_,_,_,_,_,_,_,b
b,u,i,l,d,_,_,_,_,_,_,_,c
b,u,i,l,d,i,n,g,_,_,_,_,e
b,u,l,b,_,_,_,_,_,_,_,_,b
b,u,l,l,_,_,_,_,_,_,_,_,t
b,u,l,l,e,t,_,_,_,_,_,_,b
b,u,l,l,f,i,g,h,t,e,r,_,t
b,u,l,l,s,h,i,t,_,_,_,_,g
b,u,r,d,e,n,_,_,_,_,_,_,c
b,u,r,n,_,_,_,_,_,_,_,_,q
b,u,r,n,_,_,_,_,_,_,_,_,q
b,u,r,p,_,_,_,_,_,_,_,_,e
b,u,s,_,_,_,_,_,_,_,_,_,a
b,u,s,_,s,t,o,p,_,_,_,_,p
b,u,s,h,_,_,_,_,_,_,_,_,a
b,u,s,i,n,e,s,s,_,_,_,_,n
b,u,s,i,n,e,s,s,_,m,a,n,h
b,u,s,y,_,_,_,_,_,_,_,_,o
b,u,t,_,_,_,_,_,_,_,_,_,p
b,u,t,c,h,e,r,s,_,_,_,_,c
b,u,t,t,_,_,_,_,_,_,_,_,t
b,u,t,t,e,r,_,_,_,_,_,_,m
b,u,t,t,e,r,f,l,y,_,_,_,m
b,u,t,t,o,c,k,s,_,_,_,_,n
b,u,t,t,o,n,_,_,_,_,_,_,b
b,u,y,_,_,_,_,_,_,_,_,_,c
b,y,_,_,_,_,_,_,_,_,_,_,d
b,y,_,_,_,_,_,_,_,_,_,_,p
b,y,_,b,i,c,y,c,l,e,_,_,e
b,y,_,b,o,a,t,_,_,_,_,_,e
b,y,_,b,u,s,_,_,_,_,_,_,e
b,y,_,c,a,r,_,_,_,_,_,_,e
b,y,_,m,o,t,o,r,c,y,c,l,e
b,y,_,p,l,a,n,e,_,_,_,_,e
b,y,_,s,u,b,w,a,y,_,_,_,e
b,y,_,t,a,x,i,_,_,_,_,_,e
b,y,_,t,r,a,i,n,_,_,_,_,e
b,y,e,_,_,_,_,_,_,_,_,_,a
c,a,b,b,a,g,e,_,_,_,_,_,c
c,a,b,i,n,e,t,_,_,_,_,_,g
c,a,b,l,e,_,_,_,_,_,_,_,c
c,a,c,t,u,s,_,_,_,_,_,_,c
c,a,f,2,_,_,_,_,_,_,_,_,c
